example_id_A,example_id_B,kind,category,question_index,reason
3643,3655,control,Gender_identity,40,context_diff_not_replacement
3643,3659,control,Gender_identity,40,gold_not_swapped_entity
3643,3663,control,Gender_identity,40,context_diff_not_replacement
3643,3667,control,Gender_identity,40,gold_not_swapped_entity
3643,3671,control,Gender_identity,40,context_diff_not_replacement
3647,3475,control,Gender_identity,40,entity_overlap_not_one
3647,3479,control,Gender_identity,40,entity_overlap_not_one
3647,3483,control,Gender_identity,40,entity_overlap_not_one
3647,3487,control,Gender_identity,40,entity_overlap_not_one
3647,3491,control,Gender_identity,40,entity_overlap_not_one
3647,3495,control,Gender_identity,40,entity_overlap_not_one
3647,3499,control,Gender_identity,40,entity_overlap_not_one
3647,3503,control,Gender_identity,40,entity_overlap_not_one
3647,3507,control,Gender_identity,40,entity_overlap_not_one
3647,3511,control,Gender_identity,40,entity_overlap_not_one
3647,3515,control,Gender_identity,40,entity_overlap_not_one
3647,3519,control,Gender_identity,40,entity_overlap_not_one
3647,3523,control,Gender_identity,40,entity_overlap_not_one
3647,3527,control,Gender_identity,40,entity_overlap_not_one
3647,3531,control,Gender_identity,40,entity_overlap_not_one
3647,3535,control,Gender_identity,40,entity_overlap_not_one
3647,3539,control,Gender_identity,40,entity_overlap_not_one
3647,3543,control,Gender_identity,40,entity_overlap_not_one
3647,3547,control,Gender_identity,40,entity_overlap_not_one
3647,3551,control,Gender_identity,40,entity_overlap_not_one
3647,3555,control,Gender_identity,40,entity_overlap_not_one
3647,3559,control,Gender_identity,40,entity_overlap_not_one
3647,3563,control,Gender_identity,40,entity_overlap_not_one
3647,3567,control,Gender_identity,40,entity_overlap_not_one
3647,3571,control,Gender_identity,40,entity_overlap_not_one
3647,3575,control,Gender_identity,40,entity_overlap_not_one
3647,3579,control,Gender_identity,40,entity_overlap_not_one
3647,3583,control,Gender_identity,40,entity_overlap_not_one
3647,3587,control,Gender_identity,40,entity_overlap_not_one
3647,3591,control,Gender_identity,40,entity_overlap_not_one
3647,3595,control,Gender_identity,40,entity_overlap_not_one
3647,3599,control,Gender_identity,40,entity_overlap_not_one
3647,3603,control,Gender_identity,40,entity_overlap_not_one
3647,3607,control,Gender_identity,40,entity_overlap_not_one
3647,3611,control,Gender_identity,40,entity_overlap_not_one
3647,3615,control,Gender_identity,40,entity_overlap_not_one
3647,3619,control,Gender_identity,40,entity_overlap_not_one
3647,3623,control,Gender_identity,40,entity_overlap_not_one
3647,3627,control,Gender_identity,40,entity_overlap_not_one
3647,3631,control,Gender_identity,40,entity_overlap_not_one
3647,3635,control,Gender_identity,40,replaced_span_not_entity1_sibling
3647,3643,control,Gender_identity,40,entity_overlap_not_one
3647,3651,control,Gender_identity,40,replaced_span_not_entity1_sibling
3647,3659,control,Gender_identity,40,replaced_span_not_entity1_sibling
3647,3667,control,Gender_identity,40,replaced_span_not_entity1_sibling
3651,3475,control,Gender_identity,40,entity_overlap_not_one
3651,3479,control,Gender_identity,40,entity_overlap_not_one
3651,3483,control,Gender_identity,40,entity_overlap_not_one
3651,3487,control,Gender_identity,40,entity_overlap_not_one
3651,3491,control,Gender_identity,40,entity_overlap_not_one
3651,3495,control,Gender_identity,40,entity_overlap_not_one
3651,3499,control,Gender_identity,40,entity_overlap_not_one
3651,3503,control,Gender_identity,40,entity_overlap_not_one
3651,3507,control,Gender_identity,40,entity_overlap_not_one
3651,3511,control,Gender_identity,40,entity_overlap_not_one
3651,3515,control,Gender_identity,40,entity_overlap_not_one
3651,3519,control,Gender_identity,40,entity_overlap_not_one
3651,3523,control,Gender_identity,40,entity_overlap_not_one
3651,3527,control,Gender_identity,40,entity_overlap_not_one
3651,3531,control,Gender_identity,40,entity_overlap_not_one
3651,3535,control,Gender_identity,40,entity_overlap_not_one
3651,3539,control,Gender_identity,40,entity_overlap_not_one
3651,3543,control,Gender_identity,40,entity_overlap_not_one
3651,3547,control,Gender_identity,40,entity_overlap_not_one
3651,3551,control,Gender_identity,40,entity_overlap_not_one
3651,3555,control,Gender_identity,40,entity_overlap_not_one
3651,3559,control,Gender_identity,40,entity_overlap_not_one
3651,3563,control,Gender_identity,40,entity_overlap_not_one
3651,3567,control,Gender_identity,40,entity_overlap_not_one
3651,3571,control,Gender_identity,40,entity_overlap_not_one
3651,3575,control,Gender_identity,40,entity_overlap_not_one
3651,3579,control,Gender_identity,40,entity_overlap_not_one
3651,3583,control,Gender_identity,40,entity_overlap_not_one
3651,3587,control,Gender_identity,40,entity_overlap_not_one
3651,3591,control,Gender_identity,40,entity_overlap_not_one
3651,3595,control,Gender_identity,40,entity_overlap_not_one
3651,3599,control,Gender_identity,40,entity_overlap_not_one
3651,3603,control,Gender_identity,40,entity_overlap_not_one
3651,3607,control,Gender_identity,40,entity_overlap_not_one
3651,3611,control,Gender_identity,40,entity_overlap_not_one
3651,3615,control,Gender_identity,40,entity_overlap_not_one
3651,3619,control,Gender_identity,40,entity_overlap_not_one
3651,3623,control,Gender_identity,40,entity_overlap_not_one
3651,3627,control,Gender_identity,40,entity_overlap_not_one
3651,3631,control,Gender_identity,40,entity_overlap_not_one
3651,3635,control,Gender_identity,40,gold_not_swapped_entity
3651,3639,control,Gender_identity,40,context_diff_not_replacement
3651,3643,control,Gender_identity,40,gold_not_swapped_entity
3651,3647,control,Gender_identity,40,context_diff_not_replacement
3651,3655,control,Gender_identity,40,entity_overlap_not_one
3651,3659,control,Gender_identity,40,gold_not_swapped_entity
3651,3663,control,Gender_identity,40,context_diff_not_replacement
3651,3667,control,Gender_identity,40,gold_not_swapped_entity
3651,3671,control,Gender_identity,40,context_diff_not_replacement
3655,3475,control,Gender_identity,40,entity_overlap_not_one
3655,3479,control,Gender_identity,40,entity_overlap_not_one
3655,3483,control,Gender_identity,40,entity_overlap_not_one
3655,3487,control,Gender_identity,40,entity_overlap_not_one
3655,3491,control,Gender_identity,40,entity_overlap_not_one
3655,3495,control,Gender_identity,40,entity_overlap_not_one
3655,3499,control,Gender_identity,40,entity_overlap_not_one
3655,3503,control,Gender_identity,40,entity_overlap_not_one
3655,3507,control,Gender_identity,40,entity_overlap_not_one
3655,3511,control,Gender_identity,40,entity_overlap_not_one
3655,3515,control,Gender_identity,40,entity_overlap_not_one
3655,3519,control,Gender_identity,40,entity_overlap_not_one
3655,3523,control,Gender_identity,40,entity_overlap_not_one
3655,3527,control,Gender_identity,40,entity_overlap_not_one
3655,3531,control,Gender_identity,40,entity_overlap_not_one
3655,3535,control,Gender_identity,40,entity_overlap_not_one
3655,3539,control,Gender_identity,40,entity_overlap_not_one
3655,3543,control,Gender_identity,40,entity_overlap_not_one
3655,3547,control,Gender_identity,40,entity_overlap_not_one
3655,3551,control,Gender_identity,40,entity_overlap_not_one
3655,3555,control,Gender_identity,40,entity_overlap_not_one
3655,3559,control,Gender_identity,40,entity_overlap_not_one
3655,3563,control,Gender_identity,40,entity_overlap_not_one
3655,3567,control,Gender_identity,40,entity_overlap_not_one
3655,3571,control,Gender_identity,40,entity_overlap_not_one
3655,3575,control,Gender_identity,40,entity_overlap_not_one
3655,3579,control,Gender_identity,40,entity_overlap_not_one
3655,3583,control,Gender_identity,40,entity_overlap_not_one
3655,3587,control,Gender_identity,40,entity_overlap_not_one
3655,3591,control,Gender_identity,40,entity_overlap_not_one
3655,3595,control,Gender_identity,40,entity_overlap_not_one
3655,3599,control,Gender_identity,40,entity_overlap_not_one
3655,3603,control,Gender_identity,40,entity_overlap_not_one
3655,3607,control,Gender_identity,40,entity_overlap_not_one
3655,3611,control,Gender_identity,40,entity_overlap_not_one
3655,3615,control,Gender_identity,40,entity_overlap_not_one
3655,3619,control,Gender_identity,40,entity_overlap_not_one
3655,3623,control,Gender_identity,40,entity_overlap_not_one
3655,3627,control,Gender_identity,40,entity_overlap_not_one
3655,3631,control,Gender_identity,40,entity_overlap_not_one
3655,3635,control,Gender_identity,40,replaced_span_not_entity1_sibling
3655,3643,control,Gender_identity,40,replaced_span_not_entity1_sibling
3655,3651,control,Gender_identity,40,entity_overlap_not_one
3655,3659,control,Gender_identity,40,replaced_span_not_entity1_sibling
3655,3667,control,Gender_identity,40,replaced_span_not_entity1_sibling
3659,3475,control,Gender_identity,40,entity_overlap_not_one
3659,3479,control,Gender_identity,40,entity_overlap_not_one
3659,3483,control,Gender_identity,40,entity_overlap_not_one
3659,3487,control,Gender_identity,40,entity_overlap_not_one
3659,3491,control,Gender_identity,40,entity_overlap_not_one
3659,3495,control,Gender_identity,40,entity_overlap_not_one
3659,3499,control,Gender_identity,40,entity_overlap_not_one
3659,3503,control,Gender_identity,40,entity_overlap_not_one
3659,3507,control,Gender_identity,40,entity_overlap_not_one
3659,3511,control,Gender_identity,40,entity_overlap_not_one
3659,3515,control,Gender_identity,40,entity_overlap_not_one
3659,3519,control,Gender_identity,40,entity_overlap_not_one
3659,3523,control,Gender_identity,40,entity_overlap_not_one
3659,3527,control,Gender_identity,40,entity_overlap_not_one
3659,3531,control,Gender_identity,40,entity_overlap_not_one
3659,3535,control,Gender_identity,40,entity_overlap_not_one
3659,3539,control,Gender_identity,40,entity_overlap_not_one
3659,3543,control,Gender_identity,40,entity_overlap_not_one
3659,3547,control,Gender_identity,40,entity_overlap_not_one
3659,3551,control,Gender_identity,40,entity_overlap_not_one
3659,3555,control,Gender_identity,40,entity_overlap_not_one
3659,3559,control,Gender_identity,40,entity_overlap_not_one
3659,3563,control,Gender_identity,40,entity_overlap_not_one
3659,3567,control,Gender_identity,40,entity_overlap_not_one
3659,3571,control,Gender_identity,40,entity_overlap_not_one
3659,3575,control,Gender_identity,40,entity_overlap_not_one
3659,3579,control,Gender_identity,40,entity_overlap_not_one
3659,3583,control,Gender_identity,40,entity_overlap_not_one
3659,3587,control,Gender_identity,40,entity_overlap_not_one
3659,3591,control,Gender_identity,40,entity_overlap_not_one
3659,3595,control,Gender_identity,40,entity_overlap_not_one
3659,3599,control,Gender_identity,40,entity_overlap_not_one
3659,3603,control,Gender_identity,40,entity_overlap_not_one
3659,3607,control,Gender_identity,40,entity_overlap_not_one
3659,3611,control,Gender_identity,40,entity_overlap_not_one
3659,3615,control,Gender_identity,40,entity_overlap_not_one
3659,3619,control,Gender_identity,40,entity_overlap_not_one
3659,3623,control,Gender_identity,40,entity_overlap_not_one
3659,3627,control,Gender_identity,40,entity_overlap_not_one
3659,3631,control,Gender_identity,40,entity_overlap_not_one
3659,3635,control,Gender_identity,40,gold_not_swapped_entity
3659,3639,control,Gender_identity,40,context_diff_not_replacement
3659,3643,control,Gender_identity,40,gold_not_swapped_entity
3659,3647,control,Gender_identity,40,context_diff_not_replacement
3659,3651,control,Gender_identity,40,gold_not_swapped_entity
3659,3655,control,Gender_identity,40,context_diff_not_replacement
3659,3663,control,Gender_identity,40,entity_overlap_not_one
3659,3667,control,Gender_identity,40,gold_not_swapped_entity
3659,3671,control,Gender_identity,40,context_diff_not_replacement
3663,3475,control,Gender_identity,40,entity_overlap_not_one
3663,3479,control,Gender_identity,40,entity_overlap_not_one
3663,3483,control,Gender_identity,40,entity_overlap_not_one
3663,3487,control,Gender_identity,40,entity_overlap_not_one
3663,3491,control,Gender_identity,40,entity_overlap_not_one
3663,3495,control,Gender_identity,40,entity_overlap_not_one
3663,3499,control,Gender_identity,40,entity_overlap_not_one
3663,3503,control,Gender_identity,40,entity_overlap_not_one
3663,3507,control,Gender_identity,40,entity_overlap_not_one
3663,3511,control,Gender_identity,40,entity_overlap_not_one
3663,3515,control,Gender_identity,40,entity_overlap_not_one
3663,3519,control,Gender_identity,40,entity_overlap_not_one
3663,3523,control,Gender_identity,40,entity_overlap_not_one
3663,3527,control,Gender_identity,40,entity_overlap_not_one
3663,3531,control,Gender_identity,40,entity_overlap_not_one
3663,3535,control,Gender_identity,40,entity_overlap_not_one
3663,3539,control,Gender_identity,40,entity_overlap_not_one
3663,3543,control,Gender_identity,40,entity_overlap_not_one
3663,3547,control,Gender_identity,40,entity_overlap_not_one
3663,3551,control,Gender_identity,40,entity_overlap_not_one
3663,3555,control,Gender_identity,40,entity_overlap_not_one
3663,3559,control,Gender_identity,40,entity_overlap_not_one
3663,3563,control,Gender_identity,40,entity_overlap_not_one
3663,3567,control,Gender_identity,40,entity_overlap_not_one
3663,3571,control,Gender_identity,40,entity_overlap_not_one
3663,3575,control,Gender_identity,40,entity_overlap_not_one
3663,3579,control,Gender_identity,40,entity_overlap_not_one
3663,3583,control,Gender_identity,40,entity_overlap_not_one
3663,3587,control,Gender_identity,40,entity_overlap_not_one
3663,3591,control,Gender_identity,40,entity_overlap_not_one
3663,3595,control,Gender_identity,40,entity_overlap_not_one
3663,3599,control,Gender_identity,40,entity_overlap_not_one
3663,3603,control,Gender_identity,40,entity_overlap_not_one
3663,3607,control,Gender_identity,40,entity_overlap_not_one
3663,3611,control,Gender_identity,40,entity_overlap_not_one
3663,3615,control,Gender_identity,40,entity_overlap_not_one
3663,3619,control,Gender_identity,40,entity_overlap_not_one
3663,3623,control,Gender_identity,40,entity_overlap_not_one
3663,3627,control,Gender_identity,40,entity_overlap_not_one
3663,3631,control,Gender_identity,40,entity_overlap_not_one
3663,3635,control,Gender_identity,40,replaced_span_not_entity1_sibling
3663,3643,control,Gender_identity,40,replaced_span_not_entity1_sibling
3663,3651,control,Gender_identity,40,replaced_span_not_entity1_sibling
3663,3659,control,Gender_identity,40,entity_overlap_not_one
3663,3667,control,Gender_identity,40,replaced_span_not_entity1_sibling
3667,3479,control,Gender_identity,40,replaced_span_not_entity1_sibling
3667,3483,control,Gender_identity,40,entity_overlap_not_one
3667,3487,control,Gender_identity,40,entity_overlap_not_one
3667,3491,control,Gender_identity,40,entity_overlap_not_one
3667,3495,control,Gender_identity,40,entity_overlap_not_one
3667,3499,control,Gender_identity,40,entity_overlap_not_one
3667,3503,control,Gender_identity,40,entity_overlap_not_one
3667,3507,control,Gender_identity,40,entity_overlap_not_one
3667,3511,control,Gender_identity,40,entity_overlap_not_one
3667,3515,control,Gender_identity,40,entity_overlap_not_one
3667,3519,control,Gender_identity,40,entity_overlap_not_one
3667,3523,control,Gender_identity,40,entity_overlap_not_one
3667,3527,control,Gender_identity,40,entity_overlap_not_one
3667,3535,control,Gender_identity,40,replaced_span_not_entity1_sibling
3667,3539,control,Gender_identity,40,entity_overlap_not_one
3667,3543,control,Gender_identity,40,entity_overlap_not_one
3667,3547,control,Gender_identity,40,entity_overlap_not_one
3667,3551,control,Gender_identity,40,entity_overlap_not_one
3667,3555,control,Gender_identity,40,entity_overlap_not_one
3667,3559,control,Gender_identity,40,entity_overlap_not_one
3667,3563,control,Gender_identity,40,entity_overlap_not_one
3667,3567,control,Gender_identity,40,entity_overlap_not_one
3667,3571,control,Gender_identity,40,entity_overlap_not_one
3667,3575,control,Gender_identity,40,entity_overlap_not_one
3667,3579,control,Gender_identity,40,entity_overlap_not_one
3667,3583,control,Gender_identity,40,entity_overlap_not_one
3667,3587,control,Gender_identity,40,entity_overlap_not_one
3667,3591,control,Gender_identity,40,entity_overlap_not_one
3667,3595,control,Gender_identity,40,entity_overlap_not_one
3667,3599,control,Gender_identity,40,entity_overlap_not_one
3667,3603,control,Gender_identity,40,entity_overlap_not_one
3667,3607,control,Gender_identity,40,entity_overlap_not_one
3667,3611,control,Gender_identity,40,entity_overlap_not_one
3667,3615,control,Gender_identity,40,entity_overlap_not_one
3667,3619,control,Gender_identity,40,entity_overlap_not_one
3667,3623,control,Gender_identity,40,entity_overlap_not_one
3667,3627,control,Gender_identity,40,entity_overlap_not_one
3667,3631,control,Gender_identity,40,entity_overlap_not_one
3667,3635,control,Gender_identity,40,gold_not_swapped_entity
3667,3639,control,Gender_identity,40,context_diff_not_replacement
3667,3643,control,Gender_identity,40,gold_not_swapped_entity
3667,3647,control,Gender_identity,40,context_diff_not_replacement
3667,3651,control,Gender_identity,40,gold_not_swapped_entity
3667,3655,control,Gender_identity,40,context_diff_not_replacement
3667,3659,control,Gender_identity,40,gold_not_swapped_entity
3667,3663,control,Gender_identity,40,context_diff_not_replacement
3667,3671,control,Gender_identity,40,entity_overlap_not_one
3671,3475,control,Gender_identity,40,context_diff_not_replacement
3671,3479,control,Gender_identity,40,gold_not_swapped_entity
3671,3483,control,Gender_identity,40,entity_overlap_not_one
3671,3487,control,Gender_identity,40,entity_overlap_not_one
3671,3491,control,Gender_identity,40,entity_overlap_not_one
3671,3495,control,Gender_identity,40,entity_overlap_not_one
3671,3499,control,Gender_identity,40,entity_overlap_not_one
3671,3503,control,Gender_identity,40,entity_overlap_not_one
3671,3507,control,Gender_identity,40,entity_overlap_not_one
3671,3511,control,Gender_identity,40,entity_overlap_not_one
3671,3515,control,Gender_identity,40,entity_overlap_not_one
3671,3519,control,Gender_identity,40,entity_overlap_not_one
3671,3523,control,Gender_identity,40,entity_overlap_not_one
3671,3527,control,Gender_identity,40,entity_overlap_not_one
3671,3531,control,Gender_identity,40,context_diff_not_replacement
3671,3535,control,Gender_identity,40,gold_not_swapped_entity
3671,3539,control,Gender_identity,40,entity_overlap_not_one
3671,3543,control,Gender_identity,40,entity_overlap_not_one
3671,3547,control,Gender_identity,40,entity_overlap_not_one
3671,3551,control,Gender_identity,40,entity_overlap_not_one
3671,3555,control,Gender_identity,40,entity_overlap_not_one
3671,3559,control,Gender_identity,40,entity_overlap_not_one
3671,3563,control,Gender_identity,40,entity_overlap_not_one
3671,3567,control,Gender_identity,40,entity_overlap_not_one
3671,3571,control,Gender_identity,40,entity_overlap_not_one
3671,3575,control,Gender_identity,40,entity_overlap_not_one
3671,3579,control,Gender_identity,40,entity_overlap_not_one
3671,3583,control,Gender_identity,40,entity_overlap_not_one
3671,3587,control,Gender_identity,40,entity_overlap_not_one
3671,3591,control,Gender_identity,40,entity_overlap_not_one
3671,3595,control,Gender_identity,40,entity_overlap_not_one
3671,3599,control,Gender_identity,40,entity_overlap_not_one
3671,3603,control,Gender_identity,40,entity_overlap_not_one
3671,3607,control,Gender_identity,40,entity_overlap_not_one
3671,3611,control,Gender_identity,40,entity_overlap_not_one
3671,3615,control,Gender_identity,40,entity_overlap_not_one
3671,3619,control,Gender_identity,40,entity_overlap_not_one
3671,3623,control,Gender_identity,40,entity_overlap_not_one
3671,3627,control,Gender_identity,40,entity_overlap_not_one
3671,3631,control,Gender_identity,40,entity_overlap_not_one
3671,3635,control,Gender_identity,40,replaced_span_not_entity1_sibling
3671,3643,control,Gender_identity,40,replaced_span_not_entity1_sibling
3671,3651,control,Gender_identity,40,replaced_span_not_entity1_sibling
3671,3659,control,Gender_identity,40,replaced_span_not_entity1_sibling
3671,3667,control,Gender_identity,40,entity_overlap_not_one
4273,4277,control,Gender_identity,44,entity_overlap_not_one
4273,4285,control,Gender_identity,44,context_diff_not_replacement
4273,4293,control,Gender_identity,44,context_diff_not_replacement
4273,4301,control,Gender_identity,44,context_diff_not_replacement
4273,4309,control,Gender_identity,44,context_diff_not_replacement
4273,4313,control,Gender_identity,44,entity_overlap_not_one
4273,4317,control,Gender_identity,44,entity_overlap_not_one
4273,4321,control,Gender_identity,44,entity_overlap_not_one
4273,4325,control,Gender_identity,44,entity_overlap_not_one
4273,4329,control,Gender_identity,44,entity_overlap_not_one
4273,4333,control,Gender_identity,44,entity_overlap_not_one
4273,4337,control,Gender_identity,44,entity_overlap_not_one
4273,4341,control,Gender_identity,44,entity_overlap_not_one
4273,4345,control,Gender_identity,44,gold_not_swapped_entity
4273,4349,control,Gender_identity,44,replaced_span_not_entity1_sibling
4273,4353,control,Gender_identity,44,entity_overlap_not_one
4273,4357,control,Gender_identity,44,entity_overlap_not_one
4273,4361,control,Gender_identity,44,entity_overlap_not_one
4273,4365,control,Gender_identity,44,entity_overlap_not_one
4273,4369,control,Gender_identity,44,entity_overlap_not_one
4273,4373,control,Gender_identity,44,entity_overlap_not_one
4273,4377,control,Gender_identity,44,entity_overlap_not_one
4273,4381,control,Gender_identity,44,entity_overlap_not_one
4273,4385,control,Gender_identity,44,entity_overlap_not_one
4273,4389,control,Gender_identity,44,entity_overlap_not_one
4273,4393,control,Gender_identity,44,entity_overlap_not_one
4273,4397,control,Gender_identity,44,entity_overlap_not_one
4273,4401,control,Gender_identity,44,entity_overlap_not_one
4273,4405,control,Gender_identity,44,entity_overlap_not_one
4273,4409,control,Gender_identity,44,entity_overlap_not_one
4273,4413,control,Gender_identity,44,entity_overlap_not_one
4273,4417,control,Gender_identity,44,entity_overlap_not_one
4273,4421,control,Gender_identity,44,entity_overlap_not_one
4273,4425,control,Gender_identity,44,entity_overlap_not_one
4273,4429,control,Gender_identity,44,entity_overlap_not_one
4273,4433,control,Gender_identity,44,entity_overlap_not_one
4273,4437,control,Gender_identity,44,entity_overlap_not_one
4273,4441,control,Gender_identity,44,entity_overlap_not_one
4273,4445,control,Gender_identity,44,entity_overlap_not_one
4273,4449,control,Gender_identity,44,entity_overlap_not_one
4273,4453,control,Gender_identity,44,entity_overlap_not_one
4273,4457,control,Gender_identity,44,entity_overlap_not_one
4273,4461,control,Gender_identity,44,entity_overlap_not_one
4273,4465,control,Gender_identity,44,entity_overlap_not_one
4273,4469,control,Gender_identity,44,entity_overlap_not_one
4277,4273,control,Gender_identity,44,entity_overlap_not_one
4277,4281,control,Gender_identity,44,replaced_span_not_entity1_sibling
4277,4285,control,Gender_identity,44,gold_not_swapped_entity
4277,4289,control,Gender_identity,44,replaced_span_not_entity1_sibling
4277,4293,control,Gender_identity,44,gold_not_swapped_entity
4277,4297,control,Gender_identity,44,replaced_span_not_entity1_sibling
4277,4301,control,Gender_identity,44,gold_not_swapped_entity
4277,4305,control,Gender_identity,44,replaced_span_not_entity1_sibling
4277,4309,control,Gender_identity,44,gold_not_swapped_entity
4277,4313,control,Gender_identity,44,entity_overlap_not_one
4277,4317,control,Gender_identity,44,entity_overlap_not_one
4277,4321,control,Gender_identity,44,entity_overlap_not_one
4277,4325,control,Gender_identity,44,entity_overlap_not_one
4277,4329,control,Gender_identity,44,entity_overlap_not_one
4277,4333,control,Gender_identity,44,entity_overlap_not_one
4277,4337,control,Gender_identity,44,entity_overlap_not_one
4277,4341,control,Gender_identity,44,entity_overlap_not_one
4277,4345,control,Gender_identity,44,context_diff_not_replacement
4277,4353,control,Gender_identity,44,entity_overlap_not_one
4277,4357,control,Gender_identity,44,entity_overlap_not_one
4277,4361,control,Gender_identity,44,entity_overlap_not_one
4277,4365,control,Gender_identity,44,entity_overlap_not_one
4277,4369,control,Gender_identity,44,entity_overlap_not_one
4277,4373,control,Gender_identity,44,entity_overlap_not_one
4277,4377,control,Gender_identity,44,entity_overlap_not_one
4277,4381,control,Gender_identity,44,entity_overlap_not_one
4277,4385,control,Gender_identity,44,entity_overlap_not_one
4277,4389,control,Gender_identity,44,entity_overlap_not_one
4277,4393,control,Gender_identity,44,entity_overlap_not_one
4277,4397,control,Gender_identity,44,entity_overlap_not_one
4277,4401,control,Gender_identity,44,entity_overlap_not_one
4277,4405,control,Gender_identity,44,entity_overlap_not_one
4277,4409,control,Gender_identity,44,entity_overlap_not_one
4277,4413,control,Gender_identity,44,entity_overlap_not_one
4277,4417,control,Gender_identity,44,entity_overlap_not_one
4277,4421,control,Gender_identity,44,entity_overlap_not_one
4277,4425,control,Gender_identity,44,entity_overlap_not_one
4277,4429,control,Gender_identity,44,entity_overlap_not_one
4277,4433,control,Gender_identity,44,entity_overlap_not_one
4277,4437,control,Gender_identity,44,entity_overlap_not_one
4277,4441,control,Gender_identity,44,entity_overlap_not_one
4277,4445,control,Gender_identity,44,entity_overlap_not_one
4277,4449,control,Gender_identity,44,entity_overlap_not_one
4277,4453,control,Gender_identity,44,entity_overlap_not_one
4277,4457,control,Gender_identity,44,entity_overlap_not_one
4277,4461,control,Gender_identity,44,entity_overlap_not_one
4277,4465,control,Gender_identity,44,entity_overlap_not_one
4277,4469,control,Gender_identity,44,entity_overlap_not_one
4281,4277,control,Gender_identity,44,context_diff_not_replacement
4281,4285,control,Gender_identity,44,entity_overlap_not_one
4281,4293,control,Gender_identity,44,context_diff_not_replacement
4281,4301,control,Gender_identity,44,context_diff_not_replacement
4281,4309,control,Gender_identity,44,context_diff_not_replacement
4281,4313,control,Gender_identity,44,entity_overlap_not_one
4281,4317,control,Gender_identity,44,entity_overlap_not_one
4281,4321,control,Gender_identity,44,entity_overlap_not_one
4281,4325,control,Gender_identity,44,entity_overlap_not_one
4281,4329,control,Gender_identity,44,entity_overlap_not_one
4281,4333,control,Gender_identity,44,entity_overlap_not_one
4281,4337,control,Gender_identity,44,entity_overlap_not_one
4281,4341,control,Gender_identity,44,entity_overlap_not_one
4281,4345,control,Gender_identity,44,entity_overlap_not_one
4281,4349,control,Gender_identity,44,entity_overlap_not_one
4281,4353,control,Gender_identity,44,entity_overlap_not_one
4281,4357,control,Gender_identity,44,entity_overlap_not_one
4281,4361,control,Gender_identity,44,entity_overlap_not_one
4281,4365,control,Gender_identity,44,entity_overlap_not_one
4281,4369,control,Gender_identity,44,entity_overlap_not_one
4281,4373,control,Gender_identity,44,entity_overlap_not_one
4281,4377,control,Gender_identity,44,entity_overlap_not_one
4281,4381,control,Gender_identity,44,entity_overlap_not_one
4281,4385,control,Gender_identity,44,entity_overlap_not_one
4281,4389,control,Gender_identity,44,entity_overlap_not_one
4281,4393,control,Gender_identity,44,entity_overlap_not_one
4281,4397,control,Gender_identity,44,entity_overlap_not_one
4281,4401,control,Gender_identity,44,entity_overlap_not_one
4281,4405,control,Gender_identity,44,entity_overlap_not_one
4281,4409,control,Gender_identity,44,entity_overlap_not_one
4281,4413,control,Gender_identity,44,entity_overlap_not_one
4281,4417,control,Gender_identity,44,entity_overlap_not_one
4281,4421,control,Gender_identity,44,entity_overlap_not_one
4281,4425,control,Gender_identity,44,entity_overlap_not_one
4281,4429,control,Gender_identity,44,entity_overlap_not_one
4281,4433,control,Gender_identity,44,entity_overlap_not_one
4281,4437,control,Gender_identity,44,entity_overlap_not_one
4281,4441,control,Gender_identity,44,entity_overlap_not_one
4281,4445,control,Gender_identity,44,entity_overlap_not_one
4281,4449,control,Gender_identity,44,entity_overlap_not_one
4281,4453,control,Gender_identity,44,entity_overlap_not_one
4281,4457,control,Gender_identity,44,entity_overlap_not_one
4281,4461,control,Gender_identity,44,entity_overlap_not_one
4281,4465,control,Gender_identity,44,entity_overlap_not_one
4281,4469,control,Gender_identity,44,entity_overlap_not_one
4285,4273,control,Gender_identity,44,replaced_span_not_entity1_sibling
4285,4277,control,Gender_identity,44,gold_not_swapped_entity
4285,4281,control,Gender_identity,44,entity_overlap_not_one
4285,4289,control,Gender_identity,44,replaced_span_not_entity1_sibling
4285,4293,control,Gender_identity,44,gold_not_swapped_entity
4285,4297,control,Gender_identity,44,replaced_span_not_entity1_sibling
4285,4301,control,Gender_identity,44,gold_not_swapped_entity
4285,4305,control,Gender_identity,44,replaced_span_not_entity1_sibling
4285,4309,control,Gender_identity,44,gold_not_swapped_entity
4285,4313,control,Gender_identity,44,entity_overlap_not_one
4285,4317,control,Gender_identity,44,entity_overlap_not_one
4285,4321,control,Gender_identity,44,entity_overlap_not_one
4285,4325,control,Gender_identity,44,entity_overlap_not_one
4285,4329,control,Gender_identity,44,entity_overlap_not_one
4285,4333,control,Gender_identity,44,entity_overlap_not_one
4285,4337,control,Gender_identity,44,entity_overlap_not_one
4285,4341,control,Gender_identity,44,entity_overlap_not_one
4285,4345,control,Gender_identity,44,entity_overlap_not_one
4285,4349,control,Gender_identity,44,entity_overlap_not_one
4285,4353,control,Gender_identity,44,entity_overlap_not_one
4285,4357,control,Gender_identity,44,entity_overlap_not_one
4285,4361,control,Gender_identity,44,entity_overlap_not_one
4285,4365,control,Gender_identity,44,entity_overlap_not_one
4285,4369,control,Gender_identity,44,entity_overlap_not_one
4285,4373,control,Gender_identity,44,entity_overlap_not_one
